score,label,group,algorithm
0.497262,1.000000,group_A,low_accuracy_system
0.516481,1.000000,group_A,low_accuracy_system
0.540582,1.000000,group_A,low_accuracy_system
0.501247,1.000000,group_A,low_accuracy_system
0.735229,1.000000,group_A,low_accuracy_system
0.602280,1.000000,group_A,low_accuracy_system
0.773585,1.000000,group_A,low_accuracy_system
0.520307,1.000000,group_A,low_accuracy_system
0.544431,1.000000,group_A,low_accuracy_system
0.832421,1.000000,group_A,low_accuracy_system
0.457646,1.000000,group_A,low_accuracy_system
0.529412,1.000000,group_A,low_accuracy_system
0.505851,1.000000,group_A,low_accuracy_system
0.580100,1.000000,group_A,low_accuracy_system
0.633171,1.000000,group_A,low_accuracy_system
0.703067,1.000000,group_A,low_accuracy_system
0.715386,1.000000,group_A,low_accuracy_system
0.555726,1.000000,group_A,low_accuracy_system
0.620985,1.000000,group_A,low_accuracy_system
0.462507,1.000000,group_A,low_accuracy_system
0.657431,1.000000,group_A,low_accuracy_system
0.444897,1.000000,group_A,low_accuracy_system
0.758824,1.000000,group_A,low_accuracy_system
0.398758,1.000000,group_A,low_accuracy_system
0.677688,1.000000,group_A,low_accuracy_system
0.623886,1.000000,group_A,low_accuracy_system
0.503871,1.000000,group_A,low_accuracy_system
0.818948,1.000000,group_A,low_accuracy_system
0.552985,1.000000,group_A,low_accuracy_system
0.826551,1.000000,group_A,low_accuracy_system
0.586446,1.000000,group_A,low_accuracy_system
0.629064,1.000000,group_A,low_accuracy_system
0.382750,1.000000,group_A,low_accuracy_system
0.533533,1.000000,group_A,low_accuracy_system
0.622715,1.000000,group_A,low_accuracy_system
0.517805,1.000000,group_A,low_accuracy_system
0.525786,1.000000,group_A,low_accuracy_system
0.481544,1.000000,group_A,low_accuracy_system
0.581081,1.000000,group_A,low_accuracy_system
0.530212,1.000000,group_A,low_accuracy_system
0.872179,1.000000,group_A,low_accuracy_system
0.517053,1.000000,group_A,low_accuracy_system
0.606578,1.000000,group_A,low_accuracy_system
0.651843,1.000000,group_A,low_accuracy_system
0.591408,1.000000,group_A,low_accuracy_system
0.645484,1.000000,group_A,low_accuracy_system
0.475168,1.000000,group_A,low_accuracy_system
0.509573,1.000000,group_A,low_accuracy_system
0.480611,1.000000,group_A,low_accuracy_system
0.423212,1.000000,group_A,low_accuracy_system
0.676794,1.000000,group_A,low_accuracy_system
0.592894,1.000000,group_A,low_accuracy_system
0.316575,1.000000,group_A,low_accuracy_system
0.568341,1.000000,group_A,low_accuracy_system
0.717900,1.000000,group_A,low_accuracy_system
0.563712,1.000000,group_A,low_accuracy_system
0.632411,1.000000,group_A,low_accuracy_system
0.634779,1.000000,group_A,low_accuracy_system
0.617181,1.000000,group_A,low_accuracy_system
0.495532,1.000000,group_A,low_accuracy_system
0.525060,1.000000,group_A,low_accuracy_system
0.546984,1.000000,group_A,low_accuracy_system
0.691883,1.000000,group_A,low_accuracy_system
0.564439,1.000000,group_A,low_accuracy_system
0.407983,1.000000,group_A,low_accuracy_system
0.668950,1.000000,group_A,low_accuracy_system
0.546191,1.000000,group_A,low_accuracy_system
0.553573,1.000000,group_A,low_accuracy_system
0.546802,1.000000,group_A,low_accuracy_system
0.708415,1.000000,group_A,low_accuracy_system
0.562144,1.000000,group_A,low_accuracy_system
0.560617,1.000000,group_A,low_accuracy_system
0.670551,1.000000,group_A,low_accuracy_system
0.579824,1.000000,group_A,low_accuracy_system
0.459555,1.000000,group_A,low_accuracy_system
0.329547,1.000000,group_A,low_accuracy_system
0.606356,1.000000,group_A,low_accuracy_system
0.747173,1.000000,group_A,low_accuracy_system
0.393198,1.000000,group_A,low_accuracy_system
0.412861,1.000000,group_A,low_accuracy_system
0.484616,1.000000,group_A,low_accuracy_system
0.621267,1.000000,group_A,low_accuracy_system
0.598157,1.000000,group_A,low_accuracy_system
0.433576,1.000000,group_A,low_accuracy_system
0.551864,1.000000,group_A,low_accuracy_system
0.702321,1.000000,group_A,low_accuracy_system
0.489269,1.000000,group_A,low_accuracy_system
0.695884,1.000000,group_A,low_accuracy_system
0.491340,1.000000,group_A,low_accuracy_system
0.535990,1.000000,group_A,low_accuracy_system
0.656684,1.000000,group_A,low_accuracy_system
0.595780,1.000000,group_A,low_accuracy_system
0.397160,1.000000,group_A,low_accuracy_system
0.698988,1.000000,group_A,low_accuracy_system
0.642003,1.000000,group_A,low_accuracy_system
0.739047,1.000000,group_A,low_accuracy_system
0.478604,1.000000,group_A,low_accuracy_system
0.732208,1.000000,group_A,low_accuracy_system
0.607550,1.000000,group_A,low_accuracy_system
0.827475,1.000000,group_A,low_accuracy_system
0.494009,1.000000,group_A,low_accuracy_system
0.526492,1.000000,group_A,low_accuracy_system
0.579697,1.000000,group_A,low_accuracy_system
0.492349,1.000000,group_A,low_accuracy_system
0.678976,1.000000,group_A,low_accuracy_system
0.650402,1.000000,group_A,low_accuracy_system
0.386080,1.000000,group_A,low_accuracy_system
0.556367,1.000000,group_A,low_accuracy_system
0.660690,1.000000,group_A,low_accuracy_system
0.635919,1.000000,group_A,low_accuracy_system
0.504319,1.000000,group_A,low_accuracy_system
0.614297,1.000000,group_A,low_accuracy_system
0.606403,1.000000,group_A,low_accuracy_system
0.558264,1.000000,group_A,low_accuracy_system
0.612384,1.000000,group_A,low_accuracy_system
0.506748,1.000000,group_A,low_accuracy_system
0.692678,1.000000,group_A,low_accuracy_system
0.544761,1.000000,group_A,low_accuracy_system
0.718762,1.000000,group_A,low_accuracy_system
0.337418,1.000000,group_A,low_accuracy_system
0.569928,1.000000,group_A,low_accuracy_system
0.603493,1.000000,group_A,low_accuracy_system
0.620098,1.000000,group_A,low_accuracy_system
0.512850,1.000000,group_A,low_accuracy_system
0.677777,1.000000,group_A,low_accuracy_system
0.582902,1.000000,group_A,low_accuracy_system
0.570466,1.000000,group_A,low_accuracy_system
0.688863,1.000000,group_A,low_accuracy_system
0.682108,1.000000,group_A,low_accuracy_system
0.622642,1.000000,group_A,low_accuracy_system
0.568663,1.000000,group_A,low_accuracy_system
0.580928,1.000000,group_A,low_accuracy_system
0.669497,1.000000,group_A,low_accuracy_system
0.626110,1.000000,group_A,low_accuracy_system
0.497390,1.000000,group_A,low_accuracy_system
0.638358,1.000000,group_A,low_accuracy_system
0.448017,1.000000,group_A,low_accuracy_system
0.588576,1.000000,group_A,low_accuracy_system
0.597115,1.000000,group_A,low_accuracy_system
0.616404,1.000000,group_A,low_accuracy_system
0.561175,1.000000,group_A,low_accuracy_system
0.530010,1.000000,group_A,low_accuracy_system
0.783045,1.000000,group_A,low_accuracy_system
0.474102,1.000000,group_A,low_accuracy_system
0.578858,1.000000,group_A,low_accuracy_system
0.679100,1.000000,group_A,low_accuracy_system
0.529649,1.000000,group_A,low_accuracy_system
0.572549,1.000000,group_A,low_accuracy_system
0.694306,1.000000,group_A,low_accuracy_system
0.631944,1.000000,group_A,low_accuracy_system
0.549437,1.000000,group_A,low_accuracy_system
0.524009,1.000000,group_A,low_accuracy_system
0.562013,1.000000,group_A,low_accuracy_system
0.840972,1.000000,group_A,low_accuracy_system
0.530379,1.000000,group_A,low_accuracy_system
0.575971,1.000000,group_A,low_accuracy_system
0.731079,1.000000,group_A,low_accuracy_system
0.499631,1.000000,group_A,low_accuracy_system
0.555293,1.000000,group_A,low_accuracy_system
0.574255,1.000000,group_A,low_accuracy_system
0.625610,1.000000,group_A,low_accuracy_system
0.542723,1.000000,group_A,low_accuracy_system
0.795283,1.000000,group_A,low_accuracy_system
0.627959,1.000000,group_A,low_accuracy_system
0.668682,1.000000,group_A,low_accuracy_system
0.594836,1.000000,group_A,low_accuracy_system
0.780584,1.000000,group_A,low_accuracy_system
0.469238,1.000000,group_A,low_accuracy_system
0.445386,1.000000,group_A,low_accuracy_system
0.585880,1.000000,group_A,low_accuracy_system
0.517660,1.000000,group_A,low_accuracy_system
0.598585,1.000000,group_A,low_accuracy_system
0.587273,1.000000,group_A,low_accuracy_system
0.600004,1.000000,group_A,low_accuracy_system
0.494742,1.000000,group_A,low_accuracy_system
0.564450,1.000000,group_A,low_accuracy_system
0.625368,1.000000,group_A,low_accuracy_system
0.479965,1.000000,group_A,low_accuracy_system
0.583515,1.000000,group_A,low_accuracy_system
0.634008,1.000000,group_A,low_accuracy_system
0.777645,1.000000,group_A,low_accuracy_system
0.686211,1.000000,group_A,low_accuracy_system
0.570065,1.000000,group_A,low_accuracy_system
0.552632,1.000000,group_A,low_accuracy_system
0.634584,1.000000,group_A,low_accuracy_system
0.646557,1.000000,group_A,low_accuracy_system
0.726882,1.000000,group_A,low_accuracy_system
0.413952,1.000000,group_A,low_accuracy_system
0.691436,1.000000,group_A,low_accuracy_system
0.624072,1.000000,group_A,low_accuracy_system
0.578897,1.000000,group_A,low_accuracy_system
0.480700,1.000000,group_A,low_accuracy_system
0.549004,1.000000,group_A,low_accuracy_system
0.593028,1.000000,group_A,low_accuracy_system
0.677006,1.000000,group_A,low_accuracy_system
0.691093,1.000000,group_A,low_accuracy_system
0.502442,1.000000,group_A,low_accuracy_system
0.717175,1.000000,group_A,low_accuracy_system
0.542247,1.000000,group_A,low_accuracy_system
0.646082,1.000000,group_A,low_accuracy_system
0.375845,1.000000,group_A,low_accuracy_system
0.562057,1.000000,group_A,low_accuracy_system
0.495032,1.000000,group_A,low_accuracy_system
0.548045,1.000000,group_A,low_accuracy_system
0.577655,1.000000,group_A,low_accuracy_system
0.641821,1.000000,group_A,low_accuracy_system
0.569149,1.000000,group_A,low_accuracy_system
0.459438,1.000000,group_A,low_accuracy_system
0.540288,1.000000,group_A,low_accuracy_system
0.417310,1.000000,group_A,low_accuracy_system
0.431048,1.000000,group_A,low_accuracy_system
0.798149,1.000000,group_A,low_accuracy_system
0.566080,1.000000,group_A,low_accuracy_system
0.681842,1.000000,group_A,low_accuracy_system
0.651647,1.000000,group_A,low_accuracy_system
0.681732,1.000000,group_A,low_accuracy_system
0.400091,1.000000,group_A,low_accuracy_system
0.664206,1.000000,group_A,low_accuracy_system
0.760048,1.000000,group_A,low_accuracy_system
0.734598,1.000000,group_A,low_accuracy_system
0.610332,1.000000,group_A,low_accuracy_system
0.704333,1.000000,group_A,low_accuracy_system
0.519437,1.000000,group_A,low_accuracy_system
0.752680,1.000000,group_A,low_accuracy_system
0.519264,1.000000,group_A,low_accuracy_system
0.412209,1.000000,group_A,low_accuracy_system
0.580018,1.000000,group_A,low_accuracy_system
0.483565,1.000000,group_A,low_accuracy_system
0.652777,1.000000,group_A,low_accuracy_system
0.604529,1.000000,group_A,low_accuracy_system
0.554275,1.000000,group_A,low_accuracy_system
0.608784,1.000000,group_A,low_accuracy_system
0.506259,1.000000,group_A,low_accuracy_system
0.800858,1.000000,group_A,low_accuracy_system
0.592870,1.000000,group_A,low_accuracy_system
0.709990,1.000000,group_A,low_accuracy_system
0.637842,1.000000,group_A,low_accuracy_system
0.415956,1.000000,group_A,low_accuracy_system
0.632725,1.000000,group_A,low_accuracy_system
0.587924,1.000000,group_A,low_accuracy_system
0.657752,1.000000,group_A,low_accuracy_system
0.526394,1.000000,group_A,low_accuracy_system
0.566093,1.000000,group_A,low_accuracy_system
0.610427,1.000000,group_A,low_accuracy_system
0.630409,1.000000,group_A,low_accuracy_system
0.567313,1.000000,group_A,low_accuracy_system
0.637254,1.000000,group_A,low_accuracy_system
0.575394,1.000000,group_A,low_accuracy_system
0.430983,1.000000,group_A,low_accuracy_system
0.690017,1.000000,group_A,low_accuracy_system
0.778493,1.000000,group_A,low_accuracy_system
0.652521,1.000000,group_A,low_accuracy_system
0.531602,1.000000,group_A,low_accuracy_system
0.601933,1.000000,group_A,low_accuracy_system
0.682979,1.000000,group_A,low_accuracy_system
0.642092,1.000000,group_A,low_accuracy_system
0.642348,1.000000,group_A,low_accuracy_system
0.691501,1.000000,group_A,low_accuracy_system
0.743760,1.000000,group_A,low_accuracy_system
0.437422,1.000000,group_A,low_accuracy_system
0.543120,1.000000,group_A,low_accuracy_system
0.585280,1.000000,group_A,low_accuracy_system
0.778951,1.000000,group_A,low_accuracy_system
0.770002,1.000000,group_A,low_accuracy_system
0.740015,1.000000,group_A,low_accuracy_system
0.540155,1.000000,group_A,low_accuracy_system
0.647656,1.000000,group_A,low_accuracy_system
0.556464,1.000000,group_A,low_accuracy_system
0.608517,1.000000,group_A,low_accuracy_system
0.483839,1.000000,group_A,low_accuracy_system
0.765622,1.000000,group_A,low_accuracy_system
0.573880,1.000000,group_A,low_accuracy_system
0.476223,1.000000,group_A,low_accuracy_system
0.693503,1.000000,group_A,low_accuracy_system
0.722930,1.000000,group_A,low_accuracy_system
0.439494,1.000000,group_A,low_accuracy_system
0.747631,1.000000,group_A,low_accuracy_system
0.554528,1.000000,group_A,low_accuracy_system
0.440694,1.000000,group_A,low_accuracy_system
0.640797,1.000000,group_A,low_accuracy_system
0.479336,1.000000,group_A,low_accuracy_system
0.704773,1.000000,group_A,low_accuracy_system
0.578854,1.000000,group_A,low_accuracy_system
0.609226,1.000000,group_A,low_accuracy_system
0.491543,1.000000,group_A,low_accuracy_system
0.504401,1.000000,group_A,low_accuracy_system
0.711515,1.000000,group_A,low_accuracy_system
0.714572,1.000000,group_A,low_accuracy_system
0.522115,1.000000,group_A,low_accuracy_system
0.715108,1.000000,group_A,low_accuracy_system
0.624906,1.000000,group_A,low_accuracy_system
0.570018,1.000000,group_A,low_accuracy_system
0.622008,1.000000,group_A,low_accuracy_system
0.822433,1.000000,group_A,low_accuracy_system
0.760107,1.000000,group_A,low_accuracy_system
0.525701,1.000000,group_A,low_accuracy_system
0.516053,1.000000,group_A,low_accuracy_system
0.605835,1.000000,group_A,low_accuracy_system
0.612200,1.000000,group_A,low_accuracy_system
0.597817,1.000000,group_A,low_accuracy_system
0.736516,1.000000,group_A,low_accuracy_system
0.690738,1.000000,group_A,low_accuracy_system
0.587733,1.000000,group_A,low_accuracy_system
0.521369,1.000000,group_A,low_accuracy_system
0.698195,1.000000,group_A,low_accuracy_system
0.680727,1.000000,group_A,low_accuracy_system
0.549919,1.000000,group_A,low_accuracy_system
0.528831,1.000000,group_A,low_accuracy_system
0.698799,1.000000,group_A,low_accuracy_system
0.476080,1.000000,group_A,low_accuracy_system
0.660744,1.000000,group_A,low_accuracy_system
0.649543,1.000000,group_A,low_accuracy_system
0.687507,1.000000,group_A,low_accuracy_system
0.485062,1.000000,group_A,low_accuracy_system
0.600004,1.000000,group_A,low_accuracy_system
0.717573,1.000000,group_A,low_accuracy_system
0.683325,1.000000,group_A,low_accuracy_system
0.731768,1.000000,group_A,low_accuracy_system
0.575886,1.000000,group_A,low_accuracy_system
0.631377,1.000000,group_A,low_accuracy_system
0.731006,1.000000,group_A,low_accuracy_system
0.488822,1.000000,group_A,low_accuracy_system
0.527985,1.000000,group_A,low_accuracy_system
0.595444,1.000000,group_A,low_accuracy_system
0.501232,1.000000,group_A,low_accuracy_system
0.625713,1.000000,group_A,low_accuracy_system
0.519825,1.000000,group_A,low_accuracy_system
0.611563,1.000000,group_A,low_accuracy_system
0.467828,1.000000,group_A,low_accuracy_system
0.493127,1.000000,group_A,low_accuracy_system
0.517808,1.000000,group_A,low_accuracy_system
0.606286,1.000000,group_A,low_accuracy_system
0.589561,1.000000,group_A,low_accuracy_system
0.425934,1.000000,group_A,low_accuracy_system
0.655642,1.000000,group_A,low_accuracy_system
0.568828,1.000000,group_A,low_accuracy_system
0.595478,1.000000,group_A,low_accuracy_system
0.628330,1.000000,group_A,low_accuracy_system
0.692911,1.000000,group_A,low_accuracy_system
0.470371,1.000000,group_A,low_accuracy_system
0.762370,1.000000,group_A,low_accuracy_system
0.657467,1.000000,group_A,low_accuracy_system
0.569828,1.000000,group_A,low_accuracy_system
0.494446,1.000000,group_A,low_accuracy_system
0.625697,1.000000,group_A,low_accuracy_system
0.676715,1.000000,group_A,low_accuracy_system
0.567229,1.000000,group_A,low_accuracy_system
0.444424,1.000000,group_A,low_accuracy_system
0.427860,1.000000,group_A,low_accuracy_system
0.795032,1.000000,group_A,low_accuracy_system
0.567582,1.000000,group_A,low_accuracy_system
0.619416,1.000000,group_A,low_accuracy_system
0.602784,1.000000,group_A,low_accuracy_system
0.780504,1.000000,group_A,low_accuracy_system
0.615076,1.000000,group_A,low_accuracy_system
0.320165,1.000000,group_A,low_accuracy_system
0.505181,1.000000,group_A,low_accuracy_system
0.580103,1.000000,group_A,low_accuracy_system
0.415580,1.000000,group_A,low_accuracy_system
0.622652,1.000000,group_A,low_accuracy_system
0.709707,1.000000,group_A,low_accuracy_system
0.502904,1.000000,group_A,low_accuracy_system
0.660607,1.000000,group_A,low_accuracy_system
0.677620,1.000000,group_A,low_accuracy_system
0.724581,1.000000,group_A,low_accuracy_system
0.582908,1.000000,group_A,low_accuracy_system
0.543351,1.000000,group_A,low_accuracy_system
0.472826,1.000000,group_A,low_accuracy_system
0.728227,1.000000,group_A,low_accuracy_system
0.425911,1.000000,group_A,low_accuracy_system
0.598346,1.000000,group_A,low_accuracy_system
0.932432,1.000000,group_A,low_accuracy_system
0.747479,1.000000,group_A,low_accuracy_system
0.637626,1.000000,group_A,low_accuracy_system
0.742255,1.000000,group_A,low_accuracy_system
0.540901,1.000000,group_A,low_accuracy_system
0.677800,1.000000,group_A,low_accuracy_system
0.505704,1.000000,group_A,low_accuracy_system
0.589685,1.000000,group_A,low_accuracy_system
0.752157,1.000000,group_A,low_accuracy_system
0.853404,1.000000,group_A,low_accuracy_system
0.563485,1.000000,group_A,low_accuracy_system
0.658103,1.000000,group_A,low_accuracy_system
0.663797,1.000000,group_A,low_accuracy_system
0.472205,1.000000,group_A,low_accuracy_system
0.532158,1.000000,group_A,low_accuracy_system
0.528568,1.000000,group_A,low_accuracy_system
0.725907,1.000000,group_A,low_accuracy_system
0.734564,1.000000,group_A,low_accuracy_system
0.808546,1.000000,group_A,low_accuracy_system
0.759080,1.000000,group_A,low_accuracy_system
0.517648,1.000000,group_A,low_accuracy_system
0.498356,1.000000,group_A,low_accuracy_system
0.780278,1.000000,group_A,low_accuracy_system
0.725743,1.000000,group_A,low_accuracy_system
0.675344,1.000000,group_A,low_accuracy_system
0.667265,1.000000,group_A,low_accuracy_system
0.414656,1.000000,group_A,low_accuracy_system
0.576470,1.000000,group_A,low_accuracy_system
0.457411,1.000000,group_A,low_accuracy_system
0.510816,1.000000,group_A,low_accuracy_system
0.463210,1.000000,group_A,low_accuracy_system
0.589834,1.000000,group_A,low_accuracy_system
0.729139,1.000000,group_A,low_accuracy_system
0.594550,1.000000,group_A,low_accuracy_system
0.581445,1.000000,group_A,low_accuracy_system
0.712453,1.000000,group_A,low_accuracy_system
0.541512,1.000000,group_A,low_accuracy_system
0.475728,1.000000,group_A,low_accuracy_system
0.472760,1.000000,group_A,low_accuracy_system
0.591153,1.000000,group_A,low_accuracy_system
0.618677,1.000000,group_A,low_accuracy_system
0.595893,1.000000,group_A,low_accuracy_system
0.682998,1.000000,group_A,low_accuracy_system
0.711080,1.000000,group_A,low_accuracy_system
0.652948,1.000000,group_A,low_accuracy_system
0.504050,1.000000,group_A,low_accuracy_system
0.627195,1.000000,group_A,low_accuracy_system
0.582177,1.000000,group_A,low_accuracy_system
0.506936,1.000000,group_A,low_accuracy_system
0.478770,1.000000,group_A,low_accuracy_system
0.766014,1.000000,group_A,low_accuracy_system
0.708072,1.000000,group_A,low_accuracy_system
0.732343,1.000000,group_A,low_accuracy_system
0.427230,1.000000,group_A,low_accuracy_system
0.795489,1.000000,group_A,low_accuracy_system
0.670134,1.000000,group_A,low_accuracy_system
0.635827,1.000000,group_A,low_accuracy_system
0.630686,1.000000,group_A,low_accuracy_system
0.465887,1.000000,group_A,low_accuracy_system
0.582136,1.000000,group_A,low_accuracy_system
0.590615,1.000000,group_A,low_accuracy_system
0.449152,1.000000,group_A,low_accuracy_system
0.392783,0.000000,group_A,low_accuracy_system
0.487622,0.000000,group_A,low_accuracy_system
0.319938,0.000000,group_A,low_accuracy_system
0.528909,0.000000,group_A,low_accuracy_system
0.369205,0.000000,group_A,low_accuracy_system
0.457760,0.000000,group_A,low_accuracy_system
0.250428,0.000000,group_A,low_accuracy_system
0.448378,0.000000,group_A,low_accuracy_system
0.408588,0.000000,group_A,low_accuracy_system
0.410568,0.000000,group_A,low_accuracy_system
0.522086,0.000000,group_A,low_accuracy_system
0.610701,0.000000,group_A,low_accuracy_system
0.230661,0.000000,group_A,low_accuracy_system
0.461602,0.000000,group_A,low_accuracy_system
0.239233,0.000000,group_A,low_accuracy_system
0.303494,0.000000,group_A,low_accuracy_system
0.349418,0.000000,group_A,low_accuracy_system
0.108611,0.000000,group_A,low_accuracy_system
0.573884,0.000000,group_A,low_accuracy_system
0.402251,0.000000,group_A,low_accuracy_system
0.405962,0.000000,group_A,low_accuracy_system
0.452707,0.000000,group_A,low_accuracy_system
0.498286,0.000000,group_A,low_accuracy_system
0.513275,0.000000,group_A,low_accuracy_system
0.426332,0.000000,group_A,low_accuracy_system
0.450353,0.000000,group_A,low_accuracy_system
0.350062,0.000000,group_A,low_accuracy_system
0.280191,0.000000,group_A,low_accuracy_system
0.209996,0.000000,group_A,low_accuracy_system
0.405856,0.000000,group_A,low_accuracy_system
0.400850,0.000000,group_A,low_accuracy_system
0.428299,0.000000,group_A,low_accuracy_system
0.380558,0.000000,group_A,low_accuracy_system
0.553154,0.000000,group_A,low_accuracy_system
0.351643,0.000000,group_A,low_accuracy_system
0.254945,0.000000,group_A,low_accuracy_system
0.295140,0.000000,group_A,low_accuracy_system
0.288864,0.000000,group_A,low_accuracy_system
0.476344,0.000000,group_A,low_accuracy_system
0.596955,0.000000,group_A,low_accuracy_system
0.384014,0.000000,group_A,low_accuracy_system
0.443032,0.000000,group_A,low_accuracy_system
0.468365,0.000000,group_A,low_accuracy_system
0.383909,0.000000,group_A,low_accuracy_system
0.377130,0.000000,group_A,low_accuracy_system
0.375651,0.000000,group_A,low_accuracy_system
0.272689,0.000000,group_A,low_accuracy_system
0.372055,0.000000,group_A,low_accuracy_system
0.495623,0.000000,group_A,low_accuracy_system
0.540659,0.000000,group_A,low_accuracy_system
0.432358,0.000000,group_A,low_accuracy_system
0.339385,0.000000,group_A,low_accuracy_system
0.473149,0.000000,group_A,low_accuracy_system
0.149142,0.000000,group_A,low_accuracy_system
0.347173,0.000000,group_A,low_accuracy_system
0.500112,0.000000,group_A,low_accuracy_system
0.549768,0.000000,group_A,low_accuracy_system
0.393167,0.000000,group_A,low_accuracy_system
0.267042,0.000000,group_A,low_accuracy_system
0.418580,0.000000,group_A,low_accuracy_system
0.264385,0.000000,group_A,low_accuracy_system
0.238783,0.000000,group_A,low_accuracy_system
0.521554,0.000000,group_A,low_accuracy_system
0.471640,0.000000,group_A,low_accuracy_system
0.393334,0.000000,group_A,low_accuracy_system
0.435943,0.000000,group_A,low_accuracy_system
0.258039,0.000000,group_A,low_accuracy_system
0.336289,0.000000,group_A,low_accuracy_system
0.494208,0.000000,group_A,low_accuracy_system
0.280191,0.000000,group_A,low_accuracy_system
0.421319,0.000000,group_A,low_accuracy_system
0.213054,0.000000,group_A,low_accuracy_system
0.468396,0.000000,group_A,low_accuracy_system
0.460004,0.000000,group_A,low_accuracy_system
0.466623,0.000000,group_A,low_accuracy_system
0.588128,0.000000,group_A,low_accuracy_system
0.430542,0.000000,group_A,low_accuracy_system
0.548330,0.000000,group_A,low_accuracy_system
0.418259,0.000000,group_A,low_accuracy_system
0.518193,0.000000,group_A,low_accuracy_system
0.552229,0.000000,group_A,low_accuracy_system
0.383579,0.000000,group_A,low_accuracy_system
0.366986,0.000000,group_A,low_accuracy_system
0.388519,0.000000,group_A,low_accuracy_system
0.631047,0.000000,group_A,low_accuracy_system
0.426622,0.000000,group_A,low_accuracy_system
0.449488,0.000000,group_A,low_accuracy_system
0.482833,0.000000,group_A,low_accuracy_system
0.221320,0.000000,group_A,low_accuracy_system
0.421859,0.000000,group_A,low_accuracy_system
0.287348,0.000000,group_A,low_accuracy_system
0.433052,0.000000,group_A,low_accuracy_system
0.338406,0.000000,group_A,low_accuracy_system
0.416437,0.000000,group_A,low_accuracy_system
0.208389,0.000000,group_A,low_accuracy_system
0.261645,0.000000,group_A,low_accuracy_system
0.281794,0.000000,group_A,low_accuracy_system
0.448676,0.000000,group_A,low_accuracy_system
0.356037,0.000000,group_A,low_accuracy_system
0.355724,0.000000,group_A,low_accuracy_system
0.422688,0.000000,group_A,low_accuracy_system
0.349275,0.000000,group_A,low_accuracy_system
0.536469,0.000000,group_A,low_accuracy_system
0.357839,0.000000,group_A,low_accuracy_system
0.464548,0.000000,group_A,low_accuracy_system
0.450716,0.000000,group_A,low_accuracy_system
0.417556,0.000000,group_A,low_accuracy_system
